ID,Predictions
27821,[ 0.          1.05068543  0.72616921]
27822,[ 0.          0.47409687  0.24017717]
27823,[ 0.          0.00227841  0.00243446]
27824,[ 0.          0.53464259  0.58310468]
27825,[ 0.          0.53464259  0.25957647]
27826,[ 0.          0.27599421  0.39834067]
27827,[ 0.          0.48839827  0.08260992]
27828,[ 0.          0.55632791  0.80149281]
27829,[ 0.          0.89270717  0.6697209 ]
27830,[ 0.          0.48839827  0.47465652]
27831,[ 0.          0.00227841  0.00243446]
27832,[ 0.          0.84624941  0.36807449]
27833,[ 0.          0.41825299  0.54960795]
27834,[ 0.          0.40788542  0.36807449]
27835,[ 0.          0.65912123  1.085265  ]
27836,[ 0.          0.065961    0.02430894]
27837,[ 0.          0.5534399   0.49928211]
27838,[ 0.          0.00511251  0.00659379]
27839,[ 0.          0.27228221  0.3966909 ]
27840,[ 0.          0.44113302  0.54898302]
27841,[ 0.          0.10539858  0.02816371]
27842,[ 0.          0.01854194  0.0173211 ]
27843,[ 0.          0.88543661  0.75174265]
27844,[ 0.          0.40788542  0.37010382]
27845,[ 0.          0.27228221  0.08260992]
27846,[ 0.          0.5269739   0.43474578]
27847,[ 0.          0.51244585  0.72616921]
27848,[ 0.          0.28419516  0.25630672]
27849,[ 0.          0.00511251  0.00659379]
27850,[ 0.          0.05960436  0.10701652]
27851,[ 0.          0.94984196  0.69458111]
27852,[ 0.          0.5945485   0.40799986]
27853,[ 0.          0.88543661  0.75174265]
27854,[ 0.          0.54593537  0.79074101]
27855,[ 0.          1.07827356  1.42538313]
27856,[ 0.          0.91535969  0.54960795]
27857,[ 0.          0.55632791  0.47465652]
27858,[ 0.          0.55632791  0.47465652]
27859,[ 0.          0.5534399   0.58310468]
27860,[ 0.          1.14745549  2.560193  ]
27861,[ 0.          0.55016907  0.8801059 ]
27862,[ 0.          0.41394662  0.38405821]
27863,[ 0.          0.89971762  0.91213706]
27864,[ 0.          0.00227841  0.00243446]
27865,[ 0.          1.05068543  0.28296218]
27866,[ 0.          0.05960436  0.10701652]
27867,[ 0.          0.89971762  0.91213706]
27868,[ 0.          0.15559844  0.39834067]
27869,[ 0.          0.3353799   0.24017717]
27870,[ 0.          1.68390898  2.54744905]
27871,[ 0.          0.00511251  0.00659379]
27872,[ 0.          0.34964372  0.37010382]
27873,[ 0.          1.29644004  1.74151539]
27874,[ 0.          0.01132417  0.00897905]
27875,[ 0.          0.00227841  0.00243446]
27876,[ 0.          0.66344017  0.69458111]
27877,[ 0.          0.76090334  0.75174265]
27878,[ 0.          2.56226913  0.9189778 ]
27879,[ 0.          0.12395345  0.13194741]
27880,[ 0.          0.96015968  1.46893146]
27881,[ 0.          0.00511251  0.00659379]
27882,[ 0.          0.59435632  0.91213706]
27883,[ 0.          0.00511251  0.00659379]
27884,[ 0.          2.38048775  2.15607653]
27885,[ 0.          1.22567454  0.8801059 ]
27886,[ 0.          0.89971762  0.91213706]
27887,[ 0.          0.31837225  0.25957647]
27888,[ 0.          0.00511251  0.00659379]
27889,[ 0.          0.00511251  0.00659379]
27890,[ 0.          0.15559844  0.30021028]
27891,[ 0.          0.76090334  0.75174265]
27892,[ 0.          0.68207685  1.4077139 ]
27893,[ 0.          0.00511251  0.00659379]
27894,[ 0.          0.27228221  0.25957647]
27895,[ 0.          0.065961    0.14764685]
27896,[ 0.          0.00227841  0.00243446]
27897,[ 0.          1.51089479  1.53486271]
27898,[ 0.          1.56988764  3.742342  ]
27899,[ 0.          0.00511251  0.00659379]
27900,[ 0.          0.00511251  0.00659379]
27901,[ 0.          0.4428871   0.52123906]
27902,[ 0.          0.55016907  1.4077139 ]
27903,[ 0.          0.42724266  0.37074532]
27904,[ 0.          0.00511251  0.00659379]
27905,[ 0.          0.34815495  0.36197876]
27906,[ 0.          0.9560567   0.37074532]
27907,[ 0.          0.15597233  0.3759172 ]
27908,[ 0.          0.05960436  0.02430894]
27909,[ 0.          0.00511251  0.02816371]
27910,[ 0.          2.60753332  1.0384397 ]
27911,[ 0.          0.40788542  0.64001286]
27912,[ 0.          0.31837225  0.60908305]
27913,[ 0.          0.95597119  0.9883429 ]
27914,[ 0.          0.61502536  0.49928211]
27915,[ 0.          0.05960436  0.0173211 ]
27916,[ 0.          0.31014158  0.37010382]
27917,[ 0.          0.88543661  0.91821005]
27918,[ 0.          0.36240396  0.39834067]
27919,[ 0.          0.76090334  0.75174265]
27920,[ 0.          0.27228221  0.26989434]
27921,[ 0.          0.37863406  0.41801714]
27922,[ 0.          0.00511251  0.00659379]
27923,[ 0.          1.56988764  1.20766832]
27924,[ 0.          0.84231521  1.42538313]
27925,[ 0.          1.9057475   1.29928341]
27926,[ 0.          0.01898936  0.15844078]
27927,[ 0.          0.00511251  0.00659379]
27928,[ 0.          0.00227841  0.00243446]
27929,[ 0.          1.68390898  0.6588365 ]
27930,[ 0.          0.53464259  0.60908305]
27931,[ 0.          0.95027228  0.91647702]
27932,[ 0.          1.29644004  1.74151539]
27933,[ 0.          0.68207685  1.4077139 ]
27934,[ 0.          0.55632791  0.47465652]
27935,[ 0.          0.82111614  1.29449497]
27936,[ 0.          1.62982216  2.89490975]
27937,[ 0.          0.01132417  0.00897905]
27938,[ 0.          1.15264591  1.85388942]
27939,[ 0.          0.00511251  0.00659379]
27940,[ 0.          1.29644004  1.74151539]
27941,[ 0.          1.68390898  0.70460995]
27942,[ 0.          0.00511251  0.00659379]
27943,[ 0.          0.48178143  0.75174265]
27944,[ 0.          0.02146903  0.0173211 ]
27945,[ 0.          0.24505402  0.26989434]
27946,[ 0.          0.48839827  0.60908305]
27947,[ 0.          0.00511251  0.00659379]
27948,[ 0.          0.00511251  0.00659379]
27949,[ 0.          0.24505402  0.26989434]
27950,[ 0.          0.57767278  0.86332782]
27951,[ 0.          0.4428871   0.52123906]
27952,[ 0.          0.89971762  2.26280662]
27953,[ 0.          0.4428871   0.50741254]
27954,[ 0.          2.21888188  1.14340548]
27955,[ 0.          0.24505402  0.23746382]
27956,[ 0.          0.00511251  0.00659379]
27957,[ 0.          0.00511251  0.00659379]
27958,[ 0.          0.62893688  0.9883429 ]
27959,[ 0.          0.00511251  0.00659379]
27960,[ 0.          0.48178143  0.75174265]
27961,[ 0.          0.01132417  0.00897905]
27962,[ 0.          0.44113302  0.54898302]
27963,[ 0.          0.27228221  0.02430894]
27964,[ 0.          0.00511251  0.00659379]
27965,[ 0.          0.36240396  0.39834067]
27966,[ 0.          0.22828497  0.0173211 ]
27967,[ 0.          0.00511251  0.00659379]
27968,[ 0.          1.39628852  0.75174265]
27969,[ 0.          0.94984196  0.69458111]
27970,[ 0.          0.24505402  0.50741254]
27971,[ 0.          2.14551981  0.52123906]
27972,[ 0.          0.05960436  0.02430894]
27973,[ 0.          0.3992092   0.54347104]
27974,[ 0.          0.15559844  0.23671154]
27975,[ 0.          1.09481888  0.94357341]
27976,[ 0.          0.48839827  0.54960795]
27977,[ 0.          0.33207525  0.0173211 ]
27978,[ 0.          0.30334352  0.30652713]
27979,[ 0.          1.68390898  1.88810618]
27980,[ 0.          0.95027228  2.49984543]
27981,[ 0.          0.10539858  0.02816371]
27982,[ 0.          0.27228221  0.14764685]
27983,[ 0.          0.5534399   0.86332782]
27984,[ 0.          0.00511251  0.00659379]
27985,[ 0.          0.86599726  0.9883429 ]
27986,[ 0.          1.68390898  1.74151539]
27987,[ 0.          0.3353799   0.24017717]
27988,[ 0.          0.81872248  0.52123906]
27989,[ 0.          0.87589443  0.84255454]
27990,[ 0.          0.89971762  0.91213706]
27991,[ 0.          0.7968563   0.60908305]
27992,[ 0.          0.05960436  0.10701652]
27993,[ 0.          0.4428871   0.52123906]
27994,[ 0.          0.55632791  0.47465652]
27995,[ 0.         0.3387321  0.3759172]
27996,[ 0.          0.01898936  0.00659379]
27997,[ 0.          0.24602108  0.38405821]
27998,[ 0.          0.01854194  0.06804957]
27999,[ 0.          0.00511251  0.00659379]
28000,[ 0.          0.88543661  1.06759179]
28001,[ 0.          1.29644004  1.42538313]
28002,[ 0.          1.75025168  0.86332782]
28003,[ 0.          0.4428871   0.56348935]
28004,[ 0.          0.95027228  0.53608778]
28005,[ 0.          0.31209146  0.26014697]
28006,[ 0.          0.00511251  0.00659379]
28007,[ 0.          0.57767278  0.64001286]
28008,[ 0.          0.24505402  0.26989434]
28009,[ 0.          0.00511251  0.00659379]
28010,[ 0.          0.00511251  0.00659379]
28011,[ 0.          0.49555394  0.94357341]
28012,[ 0.          0.27228221  0.14764685]
28013,[ 0.          0.89971762  0.91213706]
28014,[ 0.          0.00511251  0.00659379]
28015,[ 0.          0.31837225  0.60908305]
28016,[ 0.          0.89971762  0.91213706]
28017,[ 0.         0.065961   0.0173211]
28018,[ 0.          0.01854194  0.0173211 ]
28019,[ 0.          0.80928057  0.91213706]
28020,[ 0.          0.065961    0.02430894]
28021,[ 0.          0.00455585  0.21460229]
28022,[ 0.          0.00227841  0.00243446]
28023,[ 0.          0.48839827  0.45613646]
28024,[ 0.          0.45530497  0.6697209 ]
28025,[ 0.          0.27228221  0.10701652]
28026,[ 0.          1.56988764  1.46908896]
28027,[ 0.          0.53464259  0.60908305]
28028,[ 0.          1.06288009  0.9883429 ]
28029,[ 0.          1.06908192  2.5889738 ]
28030,[ 0.          0.49590801  0.54898302]
28031,[ 0.          1.22567454  1.4077139 ]
28032,[ 0.          3.33723851  1.6929264 ]
28033,[ 0.          0.4428871   0.56348935]
28034,[ 0.          0.72791376  0.6697209 ]
28035,[ 0.          0.31014158  0.37010382]
28036,[ 0.          0.00511251  0.00659379]
28037,[ 0.          0.19791863  0.54960795]
28038,[ 0.          0.28419516  0.25630672]
28039,[ 0.          0.00511251  0.00659379]
28040,[ 0.          0.00511251  0.00659379]
28041,[ 0.          0.76090334  0.75174265]
28042,[ 0.          0.00511251  0.00659379]
28043,[ 0.          0.21529625  0.02430894]
28044,[ 0.          0.44113302  1.51524533]
28045,[ 0.          0.96015968  0.75174265]
28046,[ 0.          2.21888188  1.0384397 ]
28047,[ 0.          0.27228221  0.14764685]
28048,[ 0.          0.89971762  0.91213706]
28049,[ 0.          0.27228221  0.52123906]
28050,[ 0.          0.00511251  0.00659379]
28051,[ 0.          0.89971762  0.75174265]
28052,[ 0.          1.6451626   1.88810618]
28053,[ 0.          0.88543661  0.75174265]
28054,[ 0.          0.065961    0.60908305]
28055,[ 0.          1.06908192  1.4077139 ]
28056,[ 0.          0.4428871   0.52123906]
28057,[ 0.          0.89971762  0.94357341]
28058,[ 0.          0.72791376  0.6697209 ]
28059,[ 0.          0.00511251  0.00659379]
28060,[ 0.          2.59993641  1.53486271]
28061,[ 0.          0.89971762  0.91213706]
28062,[ 0.          0.05960436  0.02430894]
28063,[ 0.          0.05960436  0.02430894]
28064,[ 0.          0.33207525  0.08224189]
28065,[ 0.          0.96015968  0.93422375]
28066,[ 0.          0.34815495  0.13147238]
28067,[ 0.          1.09481888  0.75174265]
28068,[ 0.          0.22188802  0.0173211 ]
28069,[ 0.          0.62893688  0.9883429 ]
28070,[ 0.          1.15264591  1.31205977]
28071,[ 0.          0.65912123  1.085265  ]
28072,[ 0.          0.4428871   0.52123906]
28073,[ 0.          0.49555394  0.75174265]
28074,[ 0.          0.65323074  0.43474578]
28075,[ 0.          0.45530497  0.39834067]
28076,[ 0.          0.84447009  0.25957647]
28077,[ 0.          0.73297788  1.62293   ]
28078,[ 0.          0.00511251  0.00659379]
28079,[ 0.          0.89971762  0.49752981]
28080,[ 0.          0.00511251  0.00659379]
28081,[ 0.          0.59435632  0.49752981]
28082,[ 0.          0.05960436  0.14764685]
28083,[ 0.          0.05960436  0.3966909 ]
28084,[ 0.          0.27228221  0.10701652]
28085,[ 0.          1.56988764  3.742342  ]
28086,[ 0.          0.00227841  0.00243446]
28087,[ 0.          0.00511251  0.00659379]
28088,[ 0.          0.3353799   0.69458111]
28089,[ 0.          0.77743692  0.54898302]
28090,[ 0.          0.48178143  0.49752981]
28091,[ 0.          0.01132417  0.00897905]
28092,[ 0.          0.15597233  0.3759172 ]
28093,[ 0.          0.00511251  0.00659379]
28094,[ 0.          0.24505402  0.26989434]
28095,[ 0.          0.88543661  0.75174265]
28096,[ 0.          0.00511251  0.00659379]
28097,[ 0.          0.21719663  0.49752981]
28098,[ 0.          0.34815495  0.13147238]
28099,[ 0.          0.34805671  0.23288849]
28100,[ 0.          0.00511251  0.00659379]
28101,[ 0.          1.53940713  0.77628001]
28102,[ 0.          0.76090334  0.75174265]
28103,[ 0.          0.28419516  0.25630672]
28104,[ 0.          0.02146903  0.08260992]
28105,[ 0.          0.03647286  0.22302539]
28106,[ 0.          2.96673617  2.08422505]
28107,[ 0.          0.00511251  0.02816371]
28108,[ 0.          1.51767211  0.8801059 ]
28109,[ 0.          0.34979162  0.43474578]
28110,[ 0.          1.242157    1.42538313]
28111,[ 0.          3.33329064  3.742342  ]
28112,[ 0.          0.66695475  0.57198154]
28113,[ 0.          0.65323074  0.58310468]
28114,[ 0.          0.32446642  0.36079817]
28115,[ 0.          0.31837225  0.25957647]
28116,[ 0.          0.27228221  0.3966909 ]
28117,[ 0.          0.3387321   0.91647702]
28118,[ 0.          1.06288009  0.58712762]
28119,[ 0.          0.54593537  0.36079817]
28120,[ 0.          1.09481888  0.94357341]
28121,[ 0.          0.00511251  0.00659379]
28122,[ 0.          0.05960436  0.10701652]
28123,[ 0.          0.27228221  0.3966909 ]
28124,[ 0.          2.60753332  2.74654352]
28125,[ 0.          0.00511251  0.00659379]
28126,[ 0.          1.29644004  1.42538313]
28127,[ 0.          0.40788542  0.44902089]
28128,[ 0.          0.76090334  0.75174265]
28129,[ 0.          0.31014158  0.26621573]
28130,[ 0.          0.89971762  0.91213706]
28131,[ 0.          0.07184422  0.13194741]
28132,[ 0.          0.05960436  0.0173211 ]
28133,[ 0.          0.00511251  0.00659379]
28134,[ 0.          0.1709478   0.26621573]
28135,[ 0.          0.00511251  0.00659379]
28136,[ 0.          1.06288009  1.42538313]
28137,[ 0.          0.00511251  0.00659379]
28138,[ 0.          1.23170914  1.22335787]
28139,[ 0.          0.01669441  0.02816371]
28140,[ 0.          0.76090334  0.75174265]
28141,[ 0.          0.81091577  0.51828073]
28142,[ 0.          1.39648797  1.20766832]
28143,[ 0.          0.27228221  0.25957647]
28144,[ 0.          0.34964372  0.36807449]
28145,[ 0.          0.31014158  0.37010382]
28146,[ 0.          2.7105904   1.22218535]
28147,[ 0.          0.45530497  0.39834067]
28148,[ 0.          0.05960436  0.02430894]
28149,[ 0.          0.36240396  0.39834067]
28150,[ 0.          0.45530497  0.49752981]
28151,[ 0.          0.54593537  0.57198154]
28152,[ 0.          0.77703853  0.75174265]
28153,[ 0.          0.42724266  0.58855887]
28154,[ 0.          0.48178143  0.75174265]
28155,[ 0.          0.05960436  0.10701652]
28156,[ 0.          0.10539858  0.36079817]
28157,[ 0.          0.1709478   0.25630672]
28158,[ 0.          0.53464259  0.49928211]
28159,[ 0.          0.52333393  0.23671154]
28160,[ 0.          0.53464259  0.25957647]
28161,[ 0.          0.96015968  0.86332782]
28162,[ 0.          0.00511251  0.00659379]
28163,[ 0.          0.25323364  0.54960795]
28164,[ 0.          1.39648797  0.9883429 ]
28165,[ 0.          0.27228221  0.3966909 ]
28166,[ 0.          1.06908192  1.42538313]
28167,[ 0.          0.74434544  1.0384397 ]
28168,[ 0.          0.24505402  0.26989434]
28169,[ 0.          0.88543661  1.06759179]
28170,[ 0.          0.00511251  0.00659379]
28171,[ 0.          1.22567454  1.4077139 ]
28172,[ 0.          1.22567454  1.456721  ]
28173,[ 0.          0.34979162  0.43474578]
28174,[ 0.          0.00511251  0.00659379]
28175,[ 0.          1.22567454  1.20766832]
28176,[ 0.          0.15559844  1.28549204]
28177,[ 0.          0.00511251  0.00659379]
28178,[ 0.          2.29945362  0.91647702]
28179,[ 0.          0.00227841  0.00659379]
28180,[ 0.          0.77743692  0.71663485]
28181,[ 0.          0.40788542  0.01142433]
28182,[ 0.          0.81091577  0.93422375]
28183,[ 0.          0.76090334  0.75174265]
28184,[ 0.          0.1709478   0.25630672]
28185,[ 0.          0.84447009  0.60908305]
28186,[ 0.          0.00511251  0.00659379]
28187,[ 0.          0.15597233  0.24017717]
28188,[ 0.          0.36240396  0.39834067]
28189,[ 0.          0.00511251  0.00659379]
28190,[ 0.          0.88263344  1.10339392]
28191,[ 0.          0.95027228  0.91647702]
28192,[ 0.          0.62893688  1.20766832]
28193,[ 0.          0.72029789  0.91821005]
28194,[ 0.          0.91535969  1.06759179]
28195,[ 0.          0.00511251  0.00659379]
28196,[ 0.          0.00511251  0.00659379]
28197,[ 0.          0.88543661  1.06759179]
28198,[ 0.         0.065961   0.0173211]
28199,[ 0.          0.24505402  0.26989434]
28200,[ 0.          0.01854194  0.22302539]
28201,[ 0.          0.00511251  0.00659379]
28202,[ 0.          0.00511251  0.00659379]
28203,[ 0.          0.89971762  0.91213706]
28204,[ 0.          0.32446642  0.36079817]
28205,[ 0.          0.8875253   0.23288849]
28206,[ 0.          0.60641729  0.24017717]
28207,[ 0.          0.74945079  0.54347104]
28208,[ 0.          1.06908192  1.4077139 ]
28209,[ 0.          0.00511251  0.00659379]
28210,[ 0.          0.34815495  0.71663485]
28211,[ 0.          0.00511251  0.00659379]
28212,[ 0.          0.68207685  1.4077139 ]
28213,[ 0.          0.00511251  0.00659379]
28214,[ 0.          0.05960436  0.08260992]
28215,[ 0.          0.065961    0.83401957]
28216,[ 0.          1.56988764  1.20766832]
28217,[ 0.          1.38128786  0.53608778]
28218,[ 0.          0.00511251  0.00659379]
28219,[ 0.          1.29644004  1.42538313]
28220,[ 0.          0.65323074  0.37074532]
28221,[ 0.          0.00511251  0.02816371]
28222,[ 0.          0.37530527  0.51828073]
28223,[ 0.          0.27329165  0.36964531]
28224,[ 0.          0.55632791  0.23746382]
28225,[ 0.          2.18805187  3.23721619]
28226,[ 0.          1.15264591  1.6929264 ]
28227,[ 0.          0.24505402  0.26989434]
28228,[ 0.         1.242157   1.0384397]
28229,[ 0.          0.01854194  0.00587743]
28230,[ 0.          0.00511251  0.00659379]
28231,[ 0.          0.00511251  0.00659379]
28232,[ 0.          0.00511251  0.00659379]
28233,[ 0.          0.00511251  0.00659379]
28234,[ 0.          0.00511251  0.00659379]
28235,[ 0.          0.76341053  0.60908305]
28236,[ 0.          0.28419516  0.25630672]
28237,[ 0.          0.62893688  0.9883429 ]
28238,[ 0.          0.00511251  0.36079817]
28239,[ 0.          0.44533929  0.3759172 ]
28240,[ 0.          0.00227841  0.00243446]
28241,[ 0.          0.02146903  0.08224189]
28242,[ 0.          0.00227841  0.00897905]
28243,[ 0.          0.28704245  1.31205977]
28244,[ 0.          0.27228221  0.14764685]
28245,[ 0.          0.21719663  0.23671154]
28246,[ 0.          0.27599421  0.26014697]
28247,[ 0.          0.34979162  0.43474578]
28248,[ 0.          1.18799259  2.09000994]
28249,[ 0.          0.065961    0.14764685]
28250,[ 0.          0.15597233  0.3759172 ]
28251,[ 0.          0.72791376  0.6697209 ]
28252,[ 0.          0.00511251  0.00659379]
28253,[ 0.          1.30424781  1.98556941]
28254,[ 0.          0.00511251  0.00659379]
28255,[ 0.          1.68390898  2.54744905]
28256,[ 0.          0.45530497  0.49752981]
28257,[ 0.          0.34979162  0.86332782]
28258,[ 0.          0.31014158  0.37010382]
28259,[ 0.          0.08749942  0.30021028]
28260,[ 0.          0.05960436  0.10701652]
28261,[ 0.          0.02146903  0.0173211 ]
28262,[ 0.          0.34979162  0.54960795]
28263,[ 0.          0.00227841  0.00243446]
28264,[ 0.          0.27228221  0.14764685]
28265,[ 0.          1.68390898  0.78544479]
28266,[ 0.          0.00511251  0.00659379]
28267,[ 0.          0.24505402  0.26989434]
28268,[ 0.          0.00511251  0.00659379]
28269,[ 0.          0.05960436  0.10701652]
28270,[ 0.          1.06288009  0.9883429 ]
28271,[ 0.          1.07827356  1.74151539]
28272,[ 0.          0.00511251  0.00659379]
28273,[ 0.          1.29644004  1.42538313]
28274,[ 0.          0.91535969  0.54960795]
28275,[ 0.          1.11270951  0.63143373]
28276,[ 0.          1.84917218  1.89483231]
28277,[ 0.          1.23415976  3.1713392 ]
28278,[ 0.          1.56988764  1.42538313]
28279,[ 0.          0.34979162  0.43474578]
28280,[ 0.          0.10539858  0.02816371]
28281,[ 0.          0.7570233   0.53392222]
28282,[ 0.          1.56988764  1.20766832]
28283,[ 0.          1.84917218  1.89483231]
28284,[ 0.          1.6451626   1.26244669]
28285,[ 0.          1.07827356  1.62321802]
28286,[ 0.          0.24505402  0.26989434]
28287,[ 0.          0.00511251  0.00659379]
28288,[ 0.          0.89971762  1.06759179]
28289,[ 0.          0.14568121  0.2087642 ]
28290,[ 0.          0.54593537  0.36079817]
28291,[ 0.          0.4428871   0.23746382]
28292,[ 0.          0.72791376  0.6697209 ]
28293,[ 0.          0.41394662  0.14594211]
28294,[ 0.          0.53464259  0.25957647]
28295,[ 0.          0.96015968  1.46893146]
28296,[ 0.          0.27599421  0.36197876]
28297,[ 0.          0.89971762  0.91213706]
28298,[ 0.          0.05960436  0.10701652]
28299,[ 0.          0.48839827  0.54960795]
28300,[ 0.          1.29644004  1.20766832]
28301,[ 0.          0.00511251  0.00659379]
28302,[ 0.          0.00511251  0.00659379]
28303,[ 0.          0.21529625  0.02430894]
28304,[ 0.          0.71220566  0.29485374]
28305,[ 0.          0.00511251  0.00659379]
28306,[ 0.          0.55632791  0.47465652]
28307,[ 0.          0.34964372  0.13194741]
28308,[ 0.          0.76090334  0.75174265]
28309,[ 0.          0.00511251  0.00659379]
28310,[ 0.         0.674907   1.4047483]
28311,[ 0.          0.59145468  0.26014697]
28312,[ 0.          1.22567454  0.78244553]
28313,[ 0.          0.4428871   0.56348935]
28314,[ 0.          0.96015968  0.75174265]
28315,[ 0.          0.00227841  0.00243446]
28316,[ 0.          0.48178143  0.75174265]
28317,[ 0.          0.89971762  0.54347104]
28318,[ 0.          0.53464259  0.85020026]
28319,[ 0.          0.27228221  0.14764685]
28320,[ 0.          0.76090334  0.75174265]
28321,[ 0.          0.81091577  1.29449497]
28322,[ 0.          0.32101684  0.49752981]
28323,[ 0.          0.95027228  0.53608778]
28324,[ 0.          1.06288009  0.9883429 ]
28325,[ 0.          0.55016907  1.20766832]
28326,[ 0.          0.96015968  1.40169615]
28327,[ 0.          0.41825299  0.60908305]
28328,[ 0.          0.02146903  0.0173211 ]
28329,[ 0.          1.22567454  0.8801059 ]
28330,[ 0.          0.37530527  0.51828073]
28331,[ 0.          1.56988764  1.20766832]
28332,[ 0.          0.60641729  0.53608778]
28333,[ 0.          0.5534399   0.85020026]
28334,[ 0.          0.00511251  0.00659379]
28335,[ 0.          0.34979162  0.49928211]
28336,[ 0.          0.35954942  0.36197876]
28337,[ 0.          0.44113302  0.36807449]
28338,[ 0.          0.00511251  0.00659379]
28339,[ 0.          1.34827514  1.0384397 ]
28340,[ 0.          0.27228221  0.25957647]
28341,[ 0.          1.95618004  1.22335787]
28342,[ 0.          1.50294057  0.8801059 ]
28343,[ 0.          0.81091577  0.93422375]
28344,[ 0.          1.3657035   0.91647702]
28345,[ 0.          0.00227841  0.00243446]
28346,[ 0.          0.96015968  0.75174265]
28347,[ 0.          0.31014158  0.37010382]
28348,[ 0.          0.34815495  0.30021028]
28349,[ 0.          0.00511251  0.00659379]
28350,[ 0.          4.05474755  2.68462368]
28351,[ 0.          0.00511251  0.00659379]
28352,[ 0.          0.59435632  0.86332782]
28353,[ 0.          0.4428871   0.23746382]
28354,[ 0.          1.56988764  1.42538313]
28355,[ 0.          0.59435632  0.54960795]
28356,[ 0.          0.59435632  0.54960795]
28357,[ 0.          0.00511251  0.00659379]
28358,[ 0.          0.21719663  0.42264255]
28359,[ 0.          0.00511251  0.00659379]
28360,[ 0.          0.01898936  0.01153386]
28361,[ 0.          0.66792166  2.27578308]
28362,[ 0.          2.53475822  1.26244669]
28363,[ 0.          0.48178143  0.49752981]
28364,[ 0.          0.27599421  0.44902089]
28365,[ 0.          0.76948174  0.41801714]
28366,[ 0.          0.24505402  0.47465652]
28367,[ 0.          0.89971762  0.75174265]
28368,[ 0.          0.27228221  0.14764685]
28369,[ 0.          0.40788542  0.37010382]
28370,[ 0.          1.541019    1.50491717]
28371,[ 0.         1.242157   1.4077139]
28372,[ 0.        1.242157  2.38405 ]
28373,[ 0.          0.81091577  0.93422375]
28374,[ 0.          1.82014883  1.28968762]
28375,[ 0.          1.09022511  0.50061954]
28376,[ 0.          0.27228221  0.80149281]
28377,[ 0.          0.1763228   1.30193133]
28378,[ 0.          0.36240396  0.39834067]
28379,[ 0.          0.3353799   0.24017717]
28380,[ 0.          1.84917218  2.68462368]
28381,[ 0.          1.84917218  1.07174361]
28382,[ 0.          0.00511251  0.00659379]
28383,[ 0.          1.09481888  0.75174265]
28384,[ 0.          1.09481888  0.75174265]
28385,[ 0.          0.31014158  0.37010382]
28386,[ 0.          2.21294235  2.943358  ]
28387,[ 0.          0.00511251  0.00659379]
28388,[ 0.          0.34979162  0.49928211]
28389,[ 0.          0.34979162  0.49928211]
28390,[ 0.          0.00511251  0.00659379]
28391,[ 0.          0.34979162  0.49928211]
28392,[ 0.          0.22828497  0.26014697]
28393,[ 0.          0.27329165  0.13147238]
28394,[ 0.          0.00511251  0.00659379]
28395,[ 0.          0.02146903  0.08260992]
28396,[ 0.          0.44113302  0.36807449]
28397,[ 0.          0.82111614  1.29449497]
28398,[ 0.          0.39662045  0.44902089]
28399,[ 0.          0.54593537  0.40591327]
28400,[ 0.          0.00511251  0.00659379]
28401,[ 0.          0.00511251  0.00659379]
28402,[ 0.          0.48178143  0.75174265]
28403,[ 0.          0.72791376  0.6697209 ]
28404,[ 0.          0.00511251  0.00659379]
28405,[ 0.          0.05960436  0.25957647]
28406,[ 0.          0.71220566  0.13147238]
28407,[ 0.          0.44113302  0.36807449]
28408,[ 0.          0.37863406  0.37010382]
28409,[ 0.          0.00511251  0.00659379]
28410,[ 0.          0.76090334  0.75174265]
28411,[ 0.          0.08915882  0.37010382]
28412,[ 0.          0.91535969  0.54960795]
28413,[ 0.          1.29644004  1.68405977]
28414,[ 0.          0.7968563   1.01355028]
28415,[ 0.          0.31014158  0.37010382]
28416,[ 0.          0.5534399   0.58310468]
28417,[ 0.          1.56988764  3.25658875]
28418,[ 0.          0.86599726  0.9883429 ]
28419,[ 0.          2.50778244  1.19492207]
28420,[ 0.          0.55632791  0.47465652]
28421,[ 0.          0.00511251  0.00659379]
28422,[ 0.          0.68207685  1.4077139 ]
28423,[ 0.          0.28419516  0.37010382]
28424,[ 0.          0.53464259  0.25957647]
28425,[ 0.          0.89971762  0.75174265]
28426,[ 0.          0.00511251  0.        ]
28427,[ 0.          0.96015968  1.20766832]
28428,[ 0.          0.42772118  0.80149281]
28429,[ 0.          0.21719663  0.23671154]
28430,[ 0.          0.00511251  0.00659379]
28431,[ 0.         1.242157   1.0384397]
28432,[ 0.          0.05960436  0.10701652]
28433,[ 0.          0.00511251  0.00659379]
28434,[ 0.          0.27329165  0.25111212]
28435,[ 0.          0.05960436  0.10701652]
28436,[ 0.          1.56988764  1.74151539]
28437,[ 0.          0.01669441  0.02816371]
28438,[ 0.          1.22567454  1.20766832]
28439,[ 0.          0.00511251  0.00659379]
28440,[ 0.          0.07184422  0.03284665]
28441,[ 0.          0.45530497  0.39834067]
28442,[ 0.          0.00511251  0.00659379]
28443,[ 0.          0.46757493  0.71663485]
28444,[ 0.          0.27329165  0.37074532]
28445,[ 0.          0.02146903  0.0173211 ]
28446,[ 0.          3.206853    0.24017717]
28447,[ 0.          0.00511251  0.02816371]
28448,[ 0.          0.37863406  0.25630672]
28449,[ 0.          0.00511251  0.00659379]
28450,[ 0.          0.74248514  0.72616921]
